Company,recom,pros,cons,sector
Scotiabank,NA,Free Bank account for employee.,Work weekends and late on weeknights  Service staff not motivated financially or in job description to provide Advisor staff sales leads. Robberies Frequent  staff turnover due to  employees retiring and stress leaves,Banks
Scotiabank,0,My coworker next to me was very kind and pleasant to be working with.,"Poor Management,  No training , Co-workers that are allowed to discriminate with no reprecussions",Banks
Scotiabank,1,Awesome part time job and great for work-life balance,Unrealistic sales goals for tellers,Banks
Scotiabank,1,Environment and products and services,Lack of knowledge that staff has,Banks
Scotiabank,NA,"people are very respectful, staff very supportive,",shift  any time any date,Banks
Scotiabank,1,"One of the most international reputed banks among the top five banks in Canada, able  visionary Management and inclusivity of workforce. Improvisation of interpersonal skills and multicultural clients handling both internal and external.",Technological innovation leading to job redundancy,Banks
Scotiabank,NA,Big organization and more job opportunities,More opportunities for young people,Banks
Scotiabank,1,Love the culture and the people.,Difficult to move up from my experience.,Banks
Scotiabank,1,"nice lunchroom, very good food",not a lot of support from superiors.,Banks
Scotiabank,0,Just average for a bank,long hours no budget for hiring a vacancy or education fund bad managers hierarchy,Banks
Scotiabank,0,salarie was good but alot problem,the lie to much they dont respect the promiss the say,Banks
Scotiabank,1,Scotiabank is always looking at improving itself and putting employees first.,Maybe with this position it was the shift work but it was workable.,Banks
Scotiabank,1,Very good working environment and culture,A little challenging moving to another department,Banks
Scotiabank,0,There are absolutely NO pros.,"Management at all levels are unprofessional, lack training and coaching skills, and lack people skills when it comes to both their employees AND clients.",Banks
Scotiabank,1,"Steady pay, decent benefits, flex hours",Lots of politics and favoritism.,Banks
Scotiabank,1,Great place.   Good people.  Excellent profitable company,No opportunity to get promoted and bad leadership within IT,Banks
Scotiabank,1,- a lot of opportunities to grow - Wide range of technologies in use and implemented - Good benefits,"- work/life balance suffers due to a need to work overtime or support - management does not have a clear strategy, it is 'let's try this' and see how it goes approach - management has no desire to develop a person, they leave it to an individual to develop themselves and so people often come and leave the team",Banks
Scotiabank,0,Good life work balance Good place to retire,Pay below industrial average Bad systems and poor project management,Banks
Scotiabank,NA,benefits start from day one,lake of transparency. It takes a long time to understand your job profile. no personal approach for new joiners.,Banks
Scotiabank,1,management is amazing coworkers are great the job in general is really good,Customers can be mean but the job,Banks
Scotiabank,NA,Everything was good. Managers were nice.,"Busy, long lineup, atms were down",Banks
Scotiabank,NA,"diversity,  growth prospects, LATAM focused",might be a challenging environment due to resources constraints,Banks
Scotiabank,0,"Good insurance benefits, many shifts","Bad management, lacking training, lack of support from fellow employees, long hours, you take the blame for mistakes management didn't train you on and balancing the customer service part with knowing security measures is difficult",Banks
Scotiabank,1,Great place to work Employs hundreds of students each term with friendly opportunities and case competitions to leave a mark with management,Work may be repetitive at times but as is many entry level positions,Banks
Scotiabank,1,Very nice place to work... staff and management are nice,all works well here. just needed a change of career,Banks
Scotiabank,1,Accommodate to your schedule,The banks have short work hours,Banks
Scotiabank,1,Ample room for growth within Corp,Management is hired internally.,Banks
Scotiabank,1,"Great company to work for. Great training programs, great managers",None that I can think of at the moment,Banks
